Accession Planting,Inventory Date,Status,Condition,Inventory Note,Measurement Date,Height,Height Unit,DBH,DBH Unit,Measurement Note
2012-0065-01-45,3/29/2019 19:20,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-44,,,,,2/26/2020 13:31,20.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-44,,,,,2/26/2015 0:00,18.3,feet,,feet,2 arms. 0 buds.
2012-0065-01-44,,,,,3/13/2013 13:51,202.8,inches,13,inches,3/15/2012
2012-0065-01-44,3/15/2012 0:00,Alive,Good,caged.,,,,,,
2012-0065-01-44,3/15/2012 17:54,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-44,10/7/2013 16:46,Alive,Good,caged.,,,,,,
2012-0065-01-44,2/25/2015 0:00,Alive,Good,Caged. Old herbivory.,,,,,,
2012-0065-01-44,3/21/2016 18:28,Alive,Good,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-44,3/23/2017 20:14,Alive,Fair,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-44,2/26/2018 15:24,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-44,3/29/2019 19:20,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-43,,,,,2/26/2020 13:31,0.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-43,,,,,2/23/2015 0:00,58.5,inches,,inches,0 arms. 0 buds.
2012-0065-01-43,,,,,3/16/2013 0:00,48,inches,12.5,inches,measured 3-16-13
2012-0065-01-43,3/21/2012 18:26,Alive,,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-43,10/7/2013 16:46,Alive,,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-43,11/26/2013 0:00,Alive,Fair,Not caged. VN,,,,,,
2012-0065-01-43,2/23/2015 0:00,Alive,Poor,Not caged. No herbivory.,,,,,,
2012-0065-01-43,2/23/2015 23:46,Alive,Poor,Not caged. No herbivory.,,,,,,
2012-0065-01-43,3/21/2016 18:28,Alive,Fair,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-43,3/23/2017 20:14,Alive,Poor,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-43,2/26/2018 15:24,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-43,3/29/2019 19:20,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-42,,,,,2/26/2020 13:50,14.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-42,,,,,2/27/2015 0:00,13,feet,,feet,0 arms. 0 buds.
2012-0065-01-42,,,,,10/19/2012 10:18,12.1,feet,15,feet,"0 arms, dl."
2012-0065-01-42,8/8/2012 0:00,Alive,,,,,,,,
2012-0065-01-42,9/5/2012 0:00,Alive,,,,,,,,
2012-0065-01-42,11/15/2012 0:00,Alive,Excellent,"not caged, dl",,,,,,
2012-0065-01-42,11/28/2012 12:15,Alive,Excellent,"not caged, dl",,,,,,
2012-0065-01-42,10/7/2013 17:01,Alive,Excellent,"not caged, dl",,,,,,
2012-0065-01-42,2/25/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
2012-0065-01-42,11/3/2015 22:52,Alive,Good,Not caged. Old herbivory.,,,,,,
2012-0065-01-42,3/21/2016 18:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-42,3/23/2017 20:14,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-42,2/26/2018 15:24,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-42,3/29/2019 19:27,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-41,,,,,2/26/2020 13:31,20.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-41,,,,,2/26/2015 0:00,19,feet,,feet,15 arms. 1 bud.
2012-0065-01-41,,,,,3/13/2013 13:47,236.4,inches,14.4,inches,3/15/2012
2012-0065-01-41,3/15/2012 0:00,Alive,Good,caged.,,,,,,
2012-0065-01-41,3/15/2012 17:50,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-41,10/7/2013 16:46,Alive,Good,caged.,,,,,,
2012-0065-01-41,2/25/2015 0:00,Alive,Fair,Tight cage. No herbivory.,,,,,,
2012-0065-01-41,3/21/2016 18:28,Alive,Fair,"Tight cage. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-41,3/23/2017 20:14,Alive,Fair,"Tight cage. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-41,2/26/2018 15:24,Alive,Poor,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-41,3/29/2019 19:20,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-40,,,,,2/26/2015 0:00,17.7,feet,,feet,0 arms. 0 buds.
2012-0065-01-40,,,,,3/13/2013 13:41,207.6,inches,12.2,inches,3/15/2012
2012-0065-01-40,3/15/2012 0:00,Alive,Good,caged.,,,,,,
2012-0065-01-40,3/15/2012 17:46,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-40,10/7/2013 16:46,Alive,Good,caged.,,,,,,
2012-0065-01-40,2/25/2015 0:00,Alive,Good,Caged. No herbivory.,,,,,,
2012-0065-01-40,3/21/2016 18:28,Alive,Fair,"Caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-40,2/17/2017 0:00,Alive,Fair,"Caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16. Missing, VN, 2-17-17.",,,,,,
2012-0065-01-40,3/24/2017 0:00,Dead,,"Caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16. Missing, VN, 2-17-17. Declining and removed during Butterfly Pavilion construction.",,,,,,
2012-0065-01-4,,,,,2/26/2020 13:48,15.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-4,,,,,2/26/2015 0:00,14.1,feet,,feet,0 arms. 0 buds.
2012-0065-01-4,,,,,10/18/2012 19:46,13.5,feet,13.9,feet,0 arms.
2012-0065-01-4,7/31/2012 15:18,Alive,,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-4,10/30/2012 0:00,Alive,Good,Not Caged. Rabbit dammage up to 2 feet.,,,,,,
2012-0065-01-4,11/28/2012 12:15,Alive,Good,Not Caged. Rabbit dammage up to 2 feet.,,,,,,
2012-0065-01-4,12/4/2012 0:00,Alive,Good,Not Caged. Rabbit dammage up to 2 feet.,,,,,,
2012-0065-01-4,10/7/2013 16:57,Alive,Good,Not Caged. Rabbit dammage up to 2 feet.,,,,,,
2012-0065-01-4,2/25/2015 0:00,Alive,Fair,Not Caged. Old herbivory.,,,,,,
2012-0065-01-4,2/27/2015 23:00,Alive,Fair,Not Caged. Old herbivory.,,,,,,
2012-0065-01-4,3/21/2016 18:28,Alive,Good,"Not Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-4,3/23/2017 20:14,Alive,Fair,"Not Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-4,2/26/2018 15:24,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-4,3/29/2019 19:25,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-39,,,,,2/26/2020 13:31,16.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-39,,,,,2/26/2015 0:00,17.2,feet,,feet,4 arms. 0 buds.
2012-0065-01-39,,,,,3/13/2013 13:43,192,inches,15.1,inches,3/15/2012
2012-0065-01-39,3/15/2012 0:00,Alive,Good,caged.,,,,,,
2012-0065-01-39,3/15/2012 17:47,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-39,10/7/2013 16:46,Alive,Good,caged.,,,,,,
2012-0065-01-39,2/25/2015 0:00,Alive,Good,Caged. Old herbivory.,,,,,,
2012-0065-01-39,3/21/2016 18:28,Alive,Fair,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-39,2/17/2017 22:30,Alive,Fair,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-39,3/23/2017 20:14,Alive,Fair,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-39,5/12/2017 16:16,Alive,Fair,"Caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-39,2/26/2018 15:24,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-39,3/29/2019 19:20,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-38,,,,,2/26/2015 0:00,12.7,feet,,feet,1 arm. 0 buds
2012-0065-01-38,,,,,3/13/2013 13:37,147.6,inches,14.3,inches,3/15/2012
2012-0065-01-38,3/15/2012 0:00,Alive,Good,caged,,,,,,
2012-0065-01-38,3/15/2012 17:44,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-38,10/7/2013 16:46,Alive,Good,caged,,,,,,
2012-0065-01-38,2/25/2015 0:00,Alive,Fair,Caged. No herbivory.,,,,,,
2012-0065-01-38,3/21/2016 18:28,Alive,Fair,"Caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-38,2/17/2017 0:00,Alive,Fair,"Caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16. Missing, VN, 2-17-17.",,,,,,
2012-0065-01-38,3/24/2017 0:00,Dead,,"Caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16. Missing, VN, 2-17-17. Removed due to declining during Butterfly Pavilion construction, VN, January 2017.",,,,,,
2012-0065-01-37,,,,,2/27/2015 0:00,8.5,feet,,feet,0 arms. 0 buds.
2012-0065-01-37,,,,,3/13/2013 13:05,92,inches,13.5,inches,3/15/2012
2012-0065-01-37,3/15/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-37,3/15/2012 17:16,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-37,10/7/2013 16:46,Alive,Good,,,,,,,
2012-0065-01-37,11/27/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-37,2/25/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
2012-0065-01-37,3/9/2016 0:00,Dead,,Not caged. Old herbivory. 2/15.,,,,,,
2012-0065-01-36,,,,,2/26/2020 13:31,2.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-36,,,,,3/29/2019 19:12,2.5,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/46"
2012-0065-01-36,,,,,2/23/2015 0:00,20.5,inches,,inches,0 arms. 0 buds.
2012-0065-01-36,,,,,3/13/2013 13:10,13,inches,5.5,inches,3/15/2012
2012-0065-01-36,3/15/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-36,3/15/2012 17:19,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-36,10/7/2013 16:46,Alive,Good,,,,,,,
2012-0065-01-36,11/27/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-36,2/23/2015 0:00,Alive,Excellent,Not caged. No herbivory.,,,,,,
2012-0065-01-36,2/23/2015 23:46,Alive,Excellent,Not caged. No herbivory.,,,,,,
2012-0065-01-36,3/21/2016 18:28,Alive,Excellent,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-36,3/23/2017 20:14,Alive,Excellent,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-36,2/26/2018 15:24,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-35,,,,,2/26/2020 13:31,3.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-35,,,,,2/23/2015 0:00,28.5,inches,,inches,0 arms. 0 buds.
2012-0065-01-35,,,,,3/13/2013 13:00,19,inches,6,inches,3/15/2012
2012-0065-01-35,3/15/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-35,3/15/2012 17:10,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-35,10/7/2013 16:45,Alive,Good,,,,,,,
2012-0065-01-35,11/27/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-35,2/23/2015 0:00,Alive,Good,Not caged. No herbivory.,,,,,,
2012-0065-01-35,3/21/2016 18:28,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-35,3/23/2017 20:14,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-35,2/26/2018 15:24,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-35,3/29/2019 19:20,Alive,Excellent,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-34,,,,,2/26/2020 13:31,20.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-34,,,,,2/27/2015 0:00,19.45,feet,,feet,1 arm 0 buds.
2012-0065-01-34,,,,,3/13/2013 12:56,210,inches,14.5,inches,3/15/2012
2012-0065-01-34,3/15/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-34,3/15/2012 17:05,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-34,10/7/2013 16:45,Alive,Good,,,,,,,
2012-0065-01-34,11/27/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-34,2/25/2015 0:00,Alive,Fair,Not caged. Old herbivory.,,,,,,
2012-0065-01-34,3/21/2016 18:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-34,3/23/2017 20:14,Alive,Fair,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-34,2/26/2018 15:24,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-34,3/29/2019 19:20,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-33,,,,,2/26/2020 13:31,12.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-33,,,,,2/27/2015 0:00,10.7,feet,,feet,0 arms. 0 buds.
2012-0065-01-33,,,,,3/13/2013 12:45,121.2,inches,14.1,inches,3/14/12. ACD
2012-0065-01-33,3/14/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-33,3/14/2012 18:41,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-33,10/7/2013 16:45,Alive,Good,,,,,,,
2012-0065-01-33,11/27/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-33,3/6/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
2012-0065-01-33,3/21/2016 18:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-33,3/23/2017 20:14,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-33,2/26/2018 15:24,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-33,3/29/2019 19:20,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-32,,,,,2/27/2015 0:00,19.15,feet,,feet,1 arm. 0 buds.
2012-0065-01-32,,,,,10/19/2012 10:12,17.6,feet,16.4,feet,"0 arms, dl."
2012-0065-01-32,3/14/2012 0:00,Alive,Good,"not caged, dl.",,,,,,
2012-0065-01-32,3/14/2012 18:35,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-32,11/15/2012 0:00,Alive,Good,"not caged, dl.",,,,,,
2012-0065-01-32,10/7/2013 16:45,Alive,Good,"not caged, dl.",,,,,,
2012-0065-01-32,2/25/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
2012-0065-01-32,11/6/2015 0:00,Dead,,"Not caged. Old herbivory. Fell over due to rot at the base.  Samples taken from terminal end to base by Kevin Hultine on Nov. 6, 2015.",,,,,,
2012-0065-01-31,,,,,2/26/2020 13:31,14.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-31,,,,,3/13/2013 12:36,141.6,inches,41,inches,3/14/2012
2012-0065-01-31,3/14/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-31,3/14/2012 18:31,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-31,10/7/2013 16:45,Alive,Good,,,,,,,
2012-0065-01-31,11/27/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-31,2/25/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
2012-0065-01-31,3/21/2016 18:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-31,3/23/2017 20:14,Alive,Fair,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-31,2/26/2018 15:24,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-31,3/29/2019 19:20,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-30,,,,,2/26/2020 13:30,7.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-30,,,,,2/27/2015 0:00,6.2,feet,,feet,0 arms. 0 buds.
2012-0065-01-30,,,,,3/13/2013 12:00,70,inches,15,inches,Measured on 3/14/12.
2012-0065-01-30,3/14/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-30,3/14/2012 16:26,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-30,10/7/2013 16:45,Alive,Good,,,,,,,
2012-0065-01-30,11/27/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-30,2/25/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
2012-0065-01-30,3/21/2016 18:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-30,3/23/2017 20:14,Alive,Fair,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-30,2/26/2018 15:24,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-30,3/29/2019 19:19,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-3,,,,,2/26/2020 13:48,12.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-3,,,,,2/18/2015 0:00,11.8,feet,15,feet,0 arms. 0 buds.
2012-0065-01-3,,,,,10/18/2012 19:45,11.3,feet,12.1,feet,0 arms.
2012-0065-01-3,7/31/2012 15:34,Alive,,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-3,10/18/2012 0:00,Alive,Good,Caged.  Rabbit damage bottom 2.5 ft.,,,,,,
2012-0065-01-3,12/4/2012 0:00,Alive,Good,Caged.  Rabbit damage bottom 2.5 ft.,,,,,,
2012-0065-01-3,10/7/2013 16:57,Alive,Good,Caged.  Rabbit damage bottom 2.5 ft.,,,,,,
2012-0065-01-3,2/18/2015 0:00,Alive,Good,Caged.  Old herbivory.,,,,,,
2012-0065-01-3,3/21/2016 18:28,Alive,Good,"Caged.  Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-3,3/23/2017 20:14,Alive,Good,"Caged.  Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-3,2/26/2018 15:24,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-3,3/29/2019 19:25,Alive,Fair,"Saguaro Inventory 2019: Old hervibory scars, VN, 2/15/19.",,,,,,
2012-0065-01-29,,,,,2/26/2020 13:31,19.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-29,,,,,2/27/2015 0:00,18.05,feet,,feet,6 arms. 0 buds.
2012-0065-01-29,,,,,3/13/2013 12:35,181.2,inches,45,inches,3/14/2012
2012-0065-01-29,3/14/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-29,3/14/2012 17:11,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-29,6/27/2013 0:00,Alive,Good,,,,,,,
2012-0065-01-29,6/27/2013 23:00,Alive,Good,,,,,,,
2012-0065-01-29,10/7/2013 16:45,Alive,Good,,,,,,,
2012-0065-01-29,11/27/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-29,2/25/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
2012-0065-01-29,2/2/2016 23:31,Alive,Good,Not caged. Old herbivory.,,,,,,
2012-0065-01-29,3/21/2016 18:28,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-29,3/23/2017 20:14,Alive,Good,"Not caged. Old herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-29,2/26/2018 15:24,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-29,3/29/2019 19:20,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-28,,,,,2/26/2020 13:31,13.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-28,,,,,2/27/2015 0:00,12,feet,,feet,1 arm. 0 buds.
2012-0065-01-28,,,,,3/13/2013 12:31,134.4,inches,43,inches,3/14/2012
2012-0065-01-28,3/14/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-28,3/14/2012 17:07,Alive,Good,Manual load of coordinates from Veronica,,,,,,
2012-0065-01-28,10/7/2013 16:45,Alive,Good,,,,,,,
2012-0065-01-28,11/27/2013 0:00,Alive,Good,Not caged. VN,,,,,,
2012-0065-01-28,2/25/2015 0:00,Alive,Good,Not caged. No herbivory.,,,,,,
2012-0065-01-28,3/21/2016 18:28,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
2012-0065-01-28,3/23/2017 20:14,Alive,Fair,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2012-0065-01-28,2/26/2018 15:24,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2012-0065-01-28,3/29/2019 19:20,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2012-0065-01-27,,,,,2/26/2020 13:31,23.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0065-01-27,,,,,2/27/2015 0:00,21.9,feet,,feet,8 arms. 0 buds.
2012-0065-01-27,,,,,3/13/2013 12:28,247.2,inches,44,inches,3/14/2012
2012-0065-01-27,3/14/2012 0:00,Alive,Good,,,,,,,
2012-0065-01-27,3/14/2012 17:04,Alive,Good,Manual load of coordinates from Veronica,,,,,,
